ID,作品中文常用名,Original_or_English_Title,作者中文名,Author,国家_文学传统,原始语言,首次成书_出版时间,时代,体裁,主题_类型标签,Canon_Level,Academic_Canon,Global_Influence,Traditional_Recognition,经典化理由,方法学依据,建议阅读优先级,个人状态,方法学参考来源URL
CANON-287,绿山墙的安妮,Anne of Green Gables,露西·莫德·蒙哥马利,L. M. Montgomery,加拿大,英语,1908,20世纪初,长篇小说,成长;家庭;乡土;女性,Major,高,中-高,中-高,加拿大最具国际传播力的儿童/成长文学经典之一，长期形成跨文化读者传统。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-288,沃斯,Voss,帕特里克·怀特,Patrick White,澳大利亚,英语,1957,20世纪,长篇小说,探险;荒原;精神;殖民,Major,高,中-高,中-高,澳大利亚现代小说的重要经典，以内陆探险神话反思殖民想象与精神经验。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-289,云街,Cloudstreet,蒂姆·温顿,Tim Winton,澳大利亚,英语,1991,当代,长篇小说,家庭;房屋;工人阶级;地方,Extended,中-高,中,中,澳大利亚当代文学的国民级小说之一，长期受到本土文学批评与读者认可。,区域/类型/时期经典地位稳定；用于补足世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-290,骨人（暂译名）,The Bone People,凯丽·休姆,Keri Hulme,新西兰/毛利文学,英语/毛利语元素,1984,当代,长篇小说,毛利文化;家庭;暴力;身份,Major,高,中-高,中-高,新西兰后殖民与毛利文学的重要里程碑，形式与文化混合性具有持续影响。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-291,猫头鹰在哭泣（直译名）,Owls Do Cry,珍妮特·弗雷姆,Janet Frame,新西兰,英语,1957,20世纪,长篇小说,家庭;阶级;精神;边缘,Major,高,中-高,中-高,新西兰现代文学的重要经典，是珍妮特·弗雷姆小说创作的代表起点。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-292,波蒂基,Potiki,帕特里夏·格雷斯,Patricia Grace,新西兰/毛利文学,英语/毛利语,1986,当代,长篇小说,土地;毛利文化;殖民;社区,Major,高,中-高,中-高,毛利文学复兴的重要小说，以土地权与语言实践确立原住民叙事主体。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-293,榕树叶（直译名）,Leaves of the Banyan Tree,阿尔伯特·温特,Albert Wendt,萨摩亚/太平洋文学,英语,1979,后殖民,长篇小说,殖民;家族;土地;现代化,Major,高,中-高,中-高,太平洋岛国英语文学的奠基性长篇之一，以三代家族史呈现殖民与现代化冲突。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-294,德里纳河上的桥,Na Drini ćuprija / The Bridge on the Drina,伊沃·安德里奇,Ivo Andrić,波斯尼亚/南斯拉夫文学,塞尔维亚-克罗地亚语,1945,20世纪,长篇小说,帝国;巴尔干;历史;共同体,Major,高,中-高,中-高,巴尔干文学最具世界影响力的历史小说之一，以桥为中心书写数百年帝国与族群记忆。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-295,玩偶,Lalka / The Doll,博莱斯瓦夫·普鲁斯,Bolesław Prus,波兰,波兰语,1887—1889,19世纪,长篇小说,阶级;资本;爱情;现代化,Major,高,中-高,中-高,波兰现实主义小说的核心经典，集中呈现19世纪社会现代化与阶级结构。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-296,费尔迪杜凯,Ferdydurke,维托尔德·贡布罗维奇,Witold Gombrowicz,波兰,波兰语,1937,20世纪,长篇小说,形式;成熟;身份;荒诞,Major,高,中-高,中-高,中东欧现代主义与反形式小说的标志性作品，对后现代叙事影响显著。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-297,好兵帅克,Osudy dobrého vojáka Švejka / The Good Soldier Švejk,雅罗斯拉夫·哈谢克,Jaroslav Hašek,捷克,捷克语,1921—1923,20世纪,讽刺小说,战争;官僚;荒诞;反英雄,Major,高,中-高,中-高,欧洲反战讽刺文学的核心经典，塑造了现代文学最著名的反英雄之一。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-298,无命运的人生,Sorstalanság / Fatelessness,凯尔泰斯·伊姆雷,Imre Kertész,匈牙利,匈牙利语,1975,20世纪,长篇小说,大屠杀;生存;日常;记忆,Major,高,中-高,中-高,匈牙利及大屠杀文学的重要经典，以去戏剧化视角重塑集中营经验。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-299,克里斯丁·拉夫朗斯达特,Kristin Lavransdatter,西格丽德·温塞特,Sigrid Undset,挪威,挪威语,1920—1922,20世纪初,历史小说三部曲,中世纪;女性;宗教;家庭,Major,高,中-高,中-高,北欧历史小说的核心经典，以中世纪女性生命史构建宏大社会与宗教图景。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
CANON-300,拉德茨基进行曲,Radetzkymarsch / The Radetzky March,约瑟夫·罗特,Joseph Roth,奥地利/中欧,德语,1932,20世纪,长篇小说,帝国;家族;衰败;现代性,Major,高,中-高,中-高,哈布斯堡帝国衰亡书写的中欧经典，以家族史凝聚帝国末期经验。,国家或时期核心正典；经典丛书与文学史长期稳定；具显著跨文化影响,2,未标记,https://www.theguardian.com/books/2002/may/09/news.features11; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://pll.harvard.edu/course/masterpieces-of-world-literature
