file,id,title,title_original,author,author_original,year,axis_t_raw,valid_t,invalid_t,status,suggested_t,special_hint,reason,verification_status,bibliography_status,canon_id
女孩们的沉默.md,WL-WORK-0656,女孩们的沉默,,帕特·巴克,Pat Barker,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
女孩，女人，其他.md,WL-WORK-3076,女孩，女人，其他,"Girl, Woman, Other",伯纳丁·埃瓦里斯托,Bernardine Evaristo,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
女巫前传.md,WL-WORK-0657,女巫前传,,格雷戈里·马奎尔,Gregory Maguire,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
女巫的预言.md,WL-WORK-1441,女巫的预言,,佚名,北欧,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
女巫角.md,WL-WORK-0034,女巫角,,约翰·狄克森·卡尔,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
女性男人.md,WL-WORK-1659,女性男人,,乔安娜·拉斯,Joanna Russ,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
女王蜂.md,WL-WORK-0156,女王蜂,,横沟正史,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
女神颂.md,WL-WORK-1442,女神颂,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
女英雄书简.md,WL-WORK-1443,女英雄书简,,奥维德,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
女雕塑家.md,WL-WORK-3120,女雕塑家,The Sculptress,米内特·沃尔特斯,Minette Walters,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
女面.md,WL-WORK-1660,女面,,円地文子,Enchi Fumiko,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
她.md,WL-WORK-0658,她,,哈格德,H. Rider Haggard,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
她乡.md,WL-WORK-1059,她乡,,夏洛特·珀金斯·吉尔曼,Charlotte Perkins Gilman,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
她乡——中国女性科幻作品选.md,WL-WORK-0468,她乡——中国女性科幻作品选,,新生代,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
她对此感到厌烦.md,WL-WORK-2751,她对此感到厌烦,,妚鹤,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
她的烟雾永恒升起.md,WL-WORK-0359,她的烟雾永恒升起,,詹姆斯·提普特里二世,James Tiptree Jr.,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
她的身体和其他派对.md,WL-WORK-0659,她的身体和其他派对,,卡门·玛丽亚·马查多,Carmen Maria Machado,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
好兵.md,WL-WORK-1661,好兵,,福特·马多克斯·福特,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
好兵帅克.md,WL-WORK-0660,好兵帅克,,雅罗斯拉夫·哈谢克,Jaroslav Hašek,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-297
好色一代男.md,WL-WORK-T2-KOSHOKU-ICHIDAI-OTOKO,好色一代男,好色一代男,井原西鹤,Ihara Saikaku,1682,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,curated,
如今在十一月.md,WL-WORK-2972,如今在十一月,Now in November,约瑟芬·温斯洛·约翰逊,Josephine Winslow Johnson,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
如意郎君.md,WL-WORK-1060,如意郎君,,维克多·塞斯,Vikram Seth,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
如果在冬夜，一个旅人.md,WL-WORK-1662,如果在冬夜，一个旅人,,伊塔洛·卡尔维诺,Italo Calvino,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
如果我们无法以光速前行.md,WL-WORK-0479,如果我们无法以光速前行,,金草叶,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
如果我死在战区.md,WL-WORK-1663,如果我死在战区,,蒂姆·奥布莱恩,Tim O'Brien,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
如果这是一个人.md,WL-WORK-1664,如果这是一个人,,普里莫·莱维,Primo Levi,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
如此漫长的信.md,WL-WORK-2051,如此漫长的信,,玛丽亚玛·芭,Mariama Bâ,1979,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-193
姆温多史诗.md,WL-WORK-1444,姆温多史诗,The Mwindo Epic from the Banyanga,佚名,,1969,T5 二战后多极文学,T5,,HAS_T,,title_aggregate_or_tradition;anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
姑获鸟之夏.md,WL-WORK-0190,姑获鸟之夏,,京极夏彦,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
威尼斯之死.md,WL-WORK-1665,威尼斯之死,,托马斯·曼,Thomas Mann,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
威廉·迈斯特的学习时代.md,WL-WORK-1061,威廉·迈斯特的学习时代,,歌德,Goethe,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
威廉·迈斯特的漫游时代.md,WL-WORK-1062,威廉·迈斯特的漫游时代,,歌德,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
威弗利.md,WL-WORK-0661,威弗利,,沃尔特·司各特,Walter Scott,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
娜娜.md,WL-WORK-1063,娜娜,,左拉,Émile Zola,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
嫉妒.md,WL-WORK-1666,嫉妒,,阿兰·罗伯-格里耶,Alain Robbe-Grillet,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
嫌疑人X的献身.md,WL-WORK-0211,嫌疑人X的献身,,东野圭吾,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
子不语.md,WL-WORK-0662,子不语,,袁枚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
子夜.md,WL-WORK-2817,子夜,Midnight,茅盾,Mao Dun,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-044
孟菲斯之召.md,WL-WORK-3005,孟菲斯之召,A Summons to Memphis,彼得·泰勒,Peter Taylor,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
孤儿大师之子.md,WL-WORK-3024,孤儿大师之子,The Orphan Master's Son,亚当·约翰逊,Adam Johnson,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
孤岛之谜.md,WL-WORK-0184,孤岛之谜,,有栖川有栖,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
孤岛之鬼.md,WL-WORK-0150,孤岛之鬼,,江户川乱步,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
孤独之地.md,WL-WORK-0083,孤独之地,,多萝西·B.休斯,Dorothy B. Hughes,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
孤独的伦敦人.md,WL-WORK-1667,孤独的伦敦人,,萨姆·塞尔文,Selvon,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
孤独的迷宫.md,WL-WORK-1668,孤独的迷宫,,奥克塔维奥·帕斯,Paz,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
孤鸽镇.md,WL-WORK-2502,孤鸽镇,Lonesome Dove,拉里·麦克默特里,Larry McMurtry,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
孩子，你别哭.md,WL-WORK-1064,孩子，你别哭,,恩古吉·瓦·提安哥,Ngũgĩ wa Thiong'o,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
孽子.md,WL-WORK-2706,孽子,,白先勇,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
它.md,WL-WORK-0663,它,,斯蒂芬·金,Stephen King,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
宇宙云雀.md,WL-WORK-0288,宇宙云雀,,E.E.史密斯,E.E. Smith,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
宇宙奇趣全集.md,WL-WORK-1669,宇宙奇趣全集,,伊塔洛·卡尔维诺,Italo Calvino,,T5 二战后多极文学,T5,,HAS_T,,title_aggregate_or_tradition,已有有效 T0–T6 坐标,自动通过,metadata_pending,
守产人.md,WL-WORK-3040,守产人,The Conservationist,纳丁·戈迪默,Nadine Gordimer,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
守夜.md,WL-WORK-1065,守夜,,萨拉·沃特斯,Sarah Waters,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
守屋人.md,WL-WORK-2991,守屋人,The Keepers of the House,雪莉·安·格劳,Shirley Ann Grau,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
安伯森家族.md,WL-WORK-2959,安伯森家族,The Magnificent Ambersons,布思·塔金顿,Booth Tarkington,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
安妮日记.md,WL-WORK-1066,安妮日记,,安妮·弗兰克,Anne Frank,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
安娜·卡列尼娜.md,WL-WORK-1067,安娜·卡列尼娜,,列夫·托尔斯泰,Tolstoy,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-123
安徒生童话.md,WL-WORK-0664,安徒生童话,,安徒生,Hans Christian Andersen,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-128
安德森维尔.md,WL-WORK-2985,安德森维尔,Andersonville,麦金莱·坎特,MacKinlay Kantor,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
安德的游戏.md,WL-WORK-0414,安德的游戏,,奥森·斯科特·卡德,Orson Scott Card,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
安息角.md,WL-WORK-2503,安息角,Angle of Repose,华莱士·斯特格纳,Stegner,1971,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
安提戈涅.md,WL-WORK-1445,安提戈涅,,索福克勒斯,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-006
安珀志：安珀九王子.md,WL-WORK-0665,安珀志：安珀九王子,,罗杰·泽拉兹尼,Roger Zelazny,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
安静的场所.md,WL-WORK-0165,安静的场所,A Quiet Place,松本清张,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
安魂曲.md,WL-WORK-1670,安魂曲,,阿赫玛托娃,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
宝剑金钗.md,WL-WORK-2504,宝剑金钗,,还珠楼主,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
宝水.md,WL-WORK-2892,宝水,,乔叶,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
宠儿.md,WL-WORK-0666,宠儿,,托妮·莫里森,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-175
宠物公墓.md,WL-WORK-0667,宠物公墓,,斯蒂芬·金,Stephen King,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
审判.md,WL-WORK-1671,审判,The Trial,卡夫卡,Franz Kafka,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,CANON-147
客人.md,WL-WORK-2052,客人,,黄晳暎,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
宫本武藏.md,WL-WORK-1068,宫本武藏,,吉川英治,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
宫间街.md,WL-WORK-1069,宫间街,,纳吉布·马哈福兹,Naguib Mahfouz,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
家.md,WL-WORK-1070,家,,巴金,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-041
家园.md,WL-WORK-1071,家园,,玛丽莲·罗宾逊,Marilynne Robinson,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
家庭与世界.md,WL-WORK-1672,家庭与世界,,泰戈尔,Rabindranath Tagore,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-228
家庭纽带.md,WL-WORK-1673,家庭纽带,,克拉丽丝·李斯佩克朵,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
宾蒂.md,WL-WORK-0473,宾蒂,,恩涅蒂·奥科拉弗,Nnedi Okorafor,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
宿命论者雅克和他的主人.md,WL-WORK-3156,宿命论者雅克和他的主人,Jacques le fataliste et son maître,德尼·狄德罗,Denis Diderot,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-200
寂寞之井.md,WL-WORK-1072,寂寞之井,,拉德克利夫·霍尔,Radclyffe Hall,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
寂寞芳心小姐.md,WL-WORK-1674,寂寞芳心小姐,,纳撒尼尔·韦斯特,Nathanael West,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
密使.md,WL-WORK-2053,密使,,小川洋子,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
密室里的记忆.md,WL-WORK-1073,密室里的记忆,,小川洋子,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
密西西比河上的生活.md,WL-WORK-1446,密西西比河上的生活,,马克·吐温,Twain,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
寒冷的红日出.md,WL-WORK-3115,寒冷的红日出,A Cold Red Sunrise,斯图尔特·M·卡明斯基,Stuart M. Kaminsky,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
寒颤.md,WL-WORK-0090,寒颤,,罗斯·麦克唐纳,Ross Macdonald,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
寓言集.md,WL-WORK-1675,寓言集,,胡安·何塞·阿雷奥拉,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
寓言（福克纳）.md,WL-WORK-2984,寓言,A Fable,威廉·福克纳,William Faulkner,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
寻秦记.md,WL-WORK-2505,寻秦记,,黄易,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
封神演义.md,WL-WORK-0668,封神演义,,东方前现代幻想,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
射雕英雄传.md,WL-WORK-2506,射雕英雄传,,金庸,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
将军吟.md,WL-WORK-2857,将军吟,,莫应丰,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
将军底头.md,WL-WORK-1676,将军底头,,施蛰存,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
将军族.md,WL-WORK-1677,将军族,,陈映真,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
小书痴的下克上.md,WL-WORK-0669,小书痴的下克上,,香月美夜,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
小五义.md,WL-WORK-2507,小五义,,石玉昆,,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
小妇人.md,WL-WORK-1074,小妇人,,路易莎·梅·奥尔科特,Louisa May Alcott,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-132
小时代.md,WL-WORK-2752,小时代,,郭敬明,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
小猎犬号航海记.md,WL-WORK-1447,小猎犬号航海记,,达尔文,Darwin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
小王子.md,WL-WORK-2731,小王子,,安托万·德·圣埃克苏佩里,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,CANON-159
小眼睛.md,WL-WORK-1075,小眼睛,,萨曼塔·施韦布林,Samanta Schweblin,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
小神们.md,WL-WORK-0670,小神们,,特里·普拉切特,Terry Pratchett,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
小酒店.md,WL-WORK-1076,小酒店,,左拉,Émile Zola,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
小陌生人.md,WL-WORK-0671,小陌生人,,萨拉·沃特斯,Sarah Waters,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
少年.md,WL-WORK-1077,少年,,陀思妥耶夫斯基,Dostoevsky,,T3 19世纪现代文学体系,T3,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
少年Pi的奇幻漂流.md,WL-WORK-2054,少年Pi的奇幻漂流,,扬·马特尔,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
少年天子.md,WL-WORK-1078,少年天子,,凌力,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
少年特尔勒斯的困惑.md,WL-WORK-1079,少年特尔勒斯的困惑,,罗伯特·穆齐尔,Robert Musil,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
少年维特的烦恼.md,WL-WORK-2055,少年维特的烦恼,,歌德,毁灭,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-086
少年艺术家的画像.md,WL-WORK-1080,少年艺术家的画像,,詹姆斯·乔伊斯,James Joyce,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
少雨之地.md,WL-WORK-2508,少雨之地,The Land of Little Rain,玛丽·奥斯汀,Mary Austin,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
尘埃落定.md,WL-WORK-1081,尘埃落定,,阿来,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
尤利西斯.md,WL-WORK-1678,尤利西斯,Ulysses,詹姆斯·乔伊斯,James Joyce,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,CANON-136
尤比克.md,WL-WORK-0330,尤比克,,菲利普·K.迪克,Philip K. Dick,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
尸人庄谜案.md,WL-WORK-0205,尸人庄谜案,,今村昌弘,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
尸体之城.md,WL-WORK-2056,尸体之城,,大田洋子,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
尸体之街.md,WL-WORK-1679,尸体之街,,大田洋子,,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
尸体会说话.md,WL-WORK-0121,尸体会说话,Postmortem,帕特里夏·康威尔,Patricia Cornwell,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
尸者的帝国.md,WL-WORK-0449,尸者的帝国,,伊藤计划 / 圆城塔,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,,
尸鬼.md,WL-WORK-0672,尸鬼,,小野不由美,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
尼伯龙根之歌.md,WL-WORK-0673,尼伯龙根之歌,,佚名,,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-021
尼罗河上的惨案.md,WL-WORK-0026,尼罗河上的惨案,,阿加莎·克里斯蒂,,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
尼雅尔萨迦.md,WL-WORK-1082,尼雅尔萨迦,,佚名,,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,CANON-022
局外人.md,WL-WORK-1083,局外人,L'Étranger,阿尔贝·加缪,Albert Camus,1942,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,core_metadata_checked,CANON-155
屠场.md,WL-WORK-1680,屠场,,埃斯特万·埃切维里亚,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
屠宰场之舞.md,WL-WORK-3118,屠宰场之舞,A Dance at the Slaughterhouse,劳伦斯·布洛克,Lawrence Block,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
山海经.md,WL-WORK-1448,山海经,,佚名,,,T0 文学源头与古代文学,T0,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
山音.md,WL-WORK-3158,山音,Yama no Oto,川端康成,Yasunari Kawabata,,T5 二战后多极文学,T5,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-204
岁时记.md,WL-WORK-1449,岁时记,,奥维德,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
岛上书店.md,WL-WORK-2762,岛上书店,,加·泽文,,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,个人补录,metadata_pending,
岭南摭怪.md,WL-WORK-1450,岭南摭怪,,佚名,越南,,T1 中古多中心文学世界,T1,,HAS_T,,anonymous_or_oral,已有有效 T0–T6 坐标,自动通过,metadata_pending,
崩溃.md,WL-WORK-2057,崩溃,,左拉,Émile Zola,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
工作与时日.md,WL-WORK-1451,工作与时日,Works and Days,赫西俄德,,,T0 文学源头与古代文学,T0,,HAS_T,,,已有有效 T0–T6 坐标,手工核验,metadata_pending,
左传.md,WL-WORK-1084,左传,,左丘明,,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
巨人传.md,WL-WORK-3164,巨人传,Gargantua et Pantagruel,弗朗索瓦·拉伯雷,François Rabelais,,T2 早期现代文学,T2,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,CANON-212
巨石苍穹.md,WL-WORK-0674,巨石苍穹,,N.K.杰米辛,N.K. Jemisin,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
差分机.md,WL-WORK-0440,差分机,,威廉·吉布森 / 布鲁斯·斯特林,William Gibson / Bruce Sterling,,T6 当代全球文学,T6,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,,
已故的乔治·阿普利.md,WL-WORK-2974,已故的乔治·阿普利,The Late George Apley,约翰·P·马昆德,John Phillips Marquand,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,需复核,metadata_pending,
已故的帕斯卡尔.md,WL-WORK-1681,已故的帕斯卡尔,,皮兰德娄,Luigi Pirandello,,T4 全球现代主义时代,T4,,HAS_T,,,已有有效 T0–T6 坐标,自动通过,metadata_pending,
已知世界.md,WL-WORK-1085,已知世界,,爱德华·P.琼斯,Edward P. Jones,,,,,MISSING_T_REVIEW_NO_YEAR,,,缺 T 且缺少可机器读取 year，需要书目/成书史核验,自动通过,metadata_pending,
