tier,file,id,title,title_original,author,author_original,canon_id,awards,source_ref_keys,topics,wd3_status,wd3_error,resolution_status,chosen_t,canonical_year_candidate,resolution_reason
P2_EXTERNAL_MATCH_FRIENDLY,Redeployment.md,WL-WORK-1978,Redeployment,,菲尔·克莱,Phil Klay,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Reservation Blues.md,WL-WORK-2315,Reservation Blues,,谢尔曼·阿莱克西,Sherman Alexie,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Riders of the Silences.md,WL-WORK-2317,Riders of the Silences,,马克斯·布兰德,Max Brand,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,"Rinaldo Rinaldini, the Robber Captain.md",WL-WORK-2319,"Rinaldo Rinaldini, the Robber Captain",,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Rinaldo Rinaldini.md,WL-WORK-2318,Rinaldo Rinaldini,,克里斯蒂安·奥古斯特·武尔皮乌斯,Christian August Vulpius,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Ring Shout.md,WL-WORK-0516,Ring Shout,,P.杰利·克拉克,P. Djèlí Clark,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Robin and the King.md,WL-WORK-2321,Robin and the King,,帕克·戈德温,Parke Godwin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Brut.md,WL-WORK-2330,Roman de Brut,,瓦斯,Wace,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Silence.md,WL-WORK-2331,Roman de Silence,,康沃尔的埃尔德里斯,Heldris of Cornwall,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Roman de Troie.md,WL-WORK-2333,Roman de Troie,,伯努瓦·德·圣莫尔,Benoît de Sainte-Maure,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Rubyfruit Jungle.md,WL-WORK-0941,Rubyfruit Jungle,,丽塔·梅·布朗,Rita Mae Brown,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Russian Folk Belief.md,WL-WORK-1369,Russian Folk Belief,,琳达·伊万尼茨,Linda Ivanits,,,batch3_source_refs,WL-TOPIC-G1-MYTH,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Safarnama ／ 旅行记.md,WL-WORK-1370,Safarnama / 旅行记,Safarnama,纳赛尔·霍斯陆,Nasir Khusraw,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Santos Vega o los mellizos de la Flor.md,WL-WORK-2337,Santos Vega o los mellizos de la Flor,,阿斯卡苏比,Ascasubi,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Santos Vega.md,WL-WORK-2336,Santos Vega,,拉斐尔·奥夫利加多,Obligado,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sarajevo Blues.md,WL-WORK-1979,Sarajevo Blues,,塞梅兹丁·梅赫梅迪诺维奇,Semezdin Mehmedinović,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sarajevo Marlboro.md,WL-WORK-1980,Sarajevo Marlboro,,米连科·耶尔戈维奇,Miljenko Jergović,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Scary Stories to Tell in the Dark.md,WL-WORK-0517,Scary Stories to Tell in the Dark,,阿尔文·施瓦茨,Alvin Schwartz,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Segu.md,WL-WORK-0942,Segu,,玛丽斯·孔戴,Maryse Condé,,,batch2_source_refs,WL-TOPIC-G43-FAMILY,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Seth Jones.md,WL-WORK-2338,Seth Jones,,爱德华·S.埃利斯,Edward S. Ellis,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Shadowland.md,WL-WORK-0518,Shadowland,,彼得·斯特劳布,Peter Straub,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sherwood.md,WL-WORK-2339,Sherwood,,帕克·戈德温,Parke Godwin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Simon Dale.md,WL-WORK-2340,Simon Dale,,安东尼·霍普,Anthony Hope,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sinophagia／ A Celebration of Chinese Horror.md,WL-WORK-0519,Sinophagia: A Celebration of Chinese Horror,,倪雪婷,Xueting C. Ni,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sir Launfal.md,WL-WORK-2341,Sir Launfal,,托马斯·切斯特,Thomas Chestre,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Slave to Sensation.md,WL-WORK-1982,Slave to Sensation,,纳莉妮·辛格,Nalini Singh,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Slogum House.md,WL-WORK-2343,Slogum House,,玛丽·桑多兹,Mari Sandoz,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Smoky the Cowhorse.md,WL-WORK-2344,Smoky the Cowhorse,,威尔·詹姆斯,Will James,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,So Far from God.md,WL-WORK-2345,So Far from God,,安娜·卡斯蒂略,Ana Castillo,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Song for the Unraveling of the World.md,WL-WORK-0520,Song for the Unraveling of the World,,布赖恩·埃文森,Brian Evenson,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sozaboy.md,WL-WORK-1983,Sozaboy,,肯·萨罗-维瓦,Saro-Wiwa,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Spring and All.md,WL-WORK-1538,Spring and All,,威廉·卡洛斯·威廉斯,William Carlos Williams,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Starve Acre.md,WL-WORK-0521,Starve Acre,,安德鲁·迈克尔·赫尔利,Andrew Michael Hurley,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sun and Saddle Leather.md,WL-WORK-2348,Sun and Saddle Leather,,查尔斯·巴杰·克拉克,Charles Badger Clark,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sundown.md,WL-WORK-2349,Sundown,,约翰·约瑟夫·马修斯,John Joseph Mathews,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sword at Sunset.md,WL-WORK-2350,Sword at Sunset,,罗斯玛丽·萨克利夫,Rosemary Sutcliff,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Sóngoro cosongo.md,WL-WORK-1539,Sóngoro cosongo,,尼古拉斯·纪廉,Nicolás Guillén,,,batch4_source_refs,WL-TOPIC-R6-LATAM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tales of Soldiers and Civilians.md,WL-WORK-1984,Tales of Soldiers and Civilians,,安布罗斯·比尔斯,Ambrose Bierce,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tarr.md,WL-WORK-1540,Tarr,,温德姆·刘易斯,Wyndham Lewis,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Teatro Grottesco.md,WL-WORK-0522,Teatro Grottesco,,托马斯·利戈蒂,Ligotti,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Tell Me I'm Worthless.md,WL-WORK-0523,Tell Me I'm Worthless,,艾莉森·拉姆菲特,Alison Rumfitt,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Testament of Youth.md,WL-WORK-1985,Testament of Youth,,薇拉·布里顿,Vera Brittain,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,Thaddeus of Warsaw.md,WL-WORK-0945,Thaddeus of Warsaw,,简·波特,Jane Porter,,,batch2_source_refs,WL-TOPIC-G44-HISTORICAL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Absolutely True Diary of a Part-Time Indian.md,WL-WORK-0946,The Absolutely True Diary of a Part-Time Indian,,谢尔曼·阿莱克西,Sherman Alexie,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Col. Daniel Boone.md,WL-WORK-2355,The Adventures of Col. Daniel Boone,,约翰·菲尔森,John Filson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Adventures of Robin Hood.md,WL-WORK-2357,The Adventures of Robin Hood,,罗杰·兰塞林·格林,Roger Lancelyn Green,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Amateur Gentleman.md,WL-WORK-2359,The Amateur Gentleman,,杰弗里·法诺尔,Jeffery Farnol,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James by the Coward Robert Ford.md,WL-WORK-2360,The Assassination of Jesse James by the Coward Robert Ford,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Assassination of Jesse James.md,WL-WORK-2361,The Assassination of Jesse James...,,罗恩·汉森,Ron Hansen,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Ballad of Black Tom.md,WL-WORK-0524,The Ballad of Black Tom,,维克多·拉瓦勒,Victor LaValle,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Blessing Way.md,WL-WORK-2363,The Blessing Way,,托尼·希勒曼,Tony Hillerman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Deeds of Arms and of Chivalry.md,WL-WORK-2364,The Book of Deeds of Arms and of Chivalry,,克里斯蒂娜·德·皮桑,Christine de Pizan,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Book of Not.md,WL-WORK-0947,The Book of Not,,齐齐·丹加雷姆加,Tsitsi Dangarembga,,,batch2_source_refs,WL-TOPIC-G43-BILDUNGSROMAN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Book of the Order of Chivalry.md,WL-WORK-2366,The Book of the Order of Chivalry,,拉蒙·柳利,Ramon Llull,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-KNIGHT,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Boy Hunters.md,WL-WORK-0525,The Boy Hunters,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Brave Cowboy.md,WL-WORK-2367,The Brave Cowboy,,爱德华·艾比,Abbey,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN;WL-TOPIC-Q15-OUTLAW,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Bride.md,WL-WORK-1986,The Bride,,朱莉·加伍德,Julie Garwood,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Buccaneers of America.md,WL-WORK-2368,The Buccaneers of America,,亚历山大·埃斯克梅林,Alexandre Exquemelin,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Case Against Satan.md,WL-WORK-0526,The Case Against Satan,,雷·拉塞尔,Ray Russell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Ceremonies.md,WL-WORK-0527,The Ceremonies,,T.E.D.克莱因,T.E.D. Klein,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Cipher.md,WL-WORK-0528,The Cipher,,凯丝·科娅,Kathe Koja,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The City Inside.md,WL-WORK-0948,The City Inside,,萨米特·巴苏,Samit Basu,,,batch2_source_refs,WL-TOPIC-G46-DYSTOPIA,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Cold Dish.md,WL-WORK-2370,The Cold Dish,,克雷格·约翰逊,Craig Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Conjure-Man Dies.md,WL-WORK-1542,The Conjure-Man Dies,,鲁道夫·费希尔,Rudolph Fisher,,,batch4_source_refs,WL-TOPIC-M3-MODERNISM,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Conquest.md,WL-WORK-2372,The Conquest,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Coral Island.md,WL-WORK-0529,The Coral Island,,R.M.巴兰坦,Ballantyne,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Corsair.md,WL-WORK-2373,The Corsair,,拜伦,Byron,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-PIRATE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Day the Cowboys Quit.md,WL-WORK-2375,The Day the Cowboys Quit,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Desert and the Sown.md,WL-WORK-1371,The Desert and the Sown,,格特鲁德·贝尔,Gertrude Bell,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Doll Who Ate His Mother.md,WL-WORK-0531,The Doll Who Ate His Mother,,拉姆齐·坎贝尔,Ramsey Campbell,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Dreaming & Other Essays.md,WL-WORK-1372,The Dreaming & Other Essays,,W.E.H.斯坦纳,W.E.H. Stanner,,,batch3_source_refs,WL-TOPIC-G1-MYTH,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Elusive Pimpernel.md,WL-WORK-2378,The Elusive Pimpernel,,奥希兹男爵夫人,Baroness Orczy,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Fisherman.md,WL-WORK-0532,The Fisherman,,约翰·兰根,John Langan,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Flatshare.md,WL-WORK-1987,The Flatshare,,贝丝·奥利里,Beth O'Leary,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Forging of a Rebel.md,WL-WORK-1988,The Forging of a Rebel,,阿图罗·巴雷亚,Arturo Barea,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Gaucho Genre.md,WL-WORK-2379,The Gaucho Genre,,约瑟菲娜·卢德梅尔,Josefina Ludmer,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-GAUCHO,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Gilda Stories.md,WL-WORK-0533,The Gilda Stories,Gilda Stories,朱厄尔·戈麦斯,Jewelle Gomez,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Good Old Boys.md,WL-WORK-2380,The Good Old Boys,,埃尔默·凯尔顿,Elmer Kelton,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Great Railway Bazaar.md,WL-WORK-1373,The Great Railway Bazaar,,保罗·索鲁,Paul Theroux,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Hanging Tree.md,WL-WORK-2381,The Hanging Tree,,多萝西·M.约翰逊,Dorothy M. Johnson,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Headless Horseman.md,WL-WORK-0535,The Headless Horseman,,梅恩·里德,Mayne Reid,,,batch1_source_refs,WL-TOPIC-G45-ADVENTURE,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Homesteader.md,WL-WORK-2383,The Homesteader,,奥斯卡·米肖,Oscar Micheaux,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The House of the Wolf.md,WL-WORK-2384,The House of the Wolf,,斯坦利·韦曼,Stanley Weyman,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-SWASHBUCKLER,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Hummingbird's Daughter.md,WL-WORK-2385,The Hummingbird's Daughter,,路易斯·阿尔贝托·乌雷亚,Luis Alberto Urrea,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Imago Sequence.md,WL-WORK-0536,The Imago Sequence,,莱尔德·巴伦,Laird Barron,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Jump-Off Creek.md,WL-WORK-2386,The Jump-Off Creek,,莫莉·格洛斯,Molly Gloss,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Kill Riff.md,WL-WORK-0537,The Kill Riff,,戴维·J.肖,David J. Schow,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,RuntimeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Kiss Quotient.md,WL-WORK-1989,The Kiss Quotient,,海伦·黄,Helen Hoang,,,batch5_source_refs,WL-TOPIC-Q2-LOVE,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Lady and the Monk.md,WL-WORK-1374,The Lady and the Monk,,皮科·艾尔,Pico Iyer,,,batch3_source_refs,WL-TOPIC-G7-TRAVEL,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Last Duty.md,WL-WORK-1990,The Last Duty,,伊西多尔·奥克佩沃,Isidore Okpewho,,,batch5_source_refs,WL-TOPIC-Q6-WAR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Last Good Kiss.md,WL-WORK-2388,The Last Good Kiss,,詹姆斯·克拉姆利,James Crumley,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Last House on Needless Street.md,WL-WORK-0538,The Last House on Needless Street,,卡特里奥娜·沃德,Catriona Ward,,,batch1_source_refs,WL-TOPIC-G45-HORROR,ERROR,TypeError,REVIEW,,,no reliable work-level evidence or boundary
P2_EXTERNAL_MATCH_FRIENDLY,The Led-Horse Claim.md,WL-WORK-2389,The Led-Horse Claim,,玛丽·哈洛克·富特,Mary Hallock Foote,,,batch6_source_refs,WL-TOPIC-Q15;WL-TOPIC-Q15-WESTERN,NO_MATCH,,REVIEW,,,no reliable work-level evidence or boundary
