ID,作品中文常用名,Original_or_English_Title,作者中文名,Author,国家_文学传统,原始语言,首次成书_出版时间,时代,体裁,主题_类型标签,Canon_Level,Academic_Canon,Global_Influence,Traditional_Recognition,经典化理由,方法学依据,建议阅读优先级,个人状态,方法学参考来源URL
CANON-110,悲惨世界,Les Misérables,维克多·雨果,Victor Hugo,法国,法语,1862,19世纪,长篇小说,社会;救赎;革命,Core,高,高,高,法国文学与世界大众经典核心作品,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-111,包法利夫人,Madame Bovary,居斯塔夫·福楼拜,Gustave Flaubert,法国,法语,1857,19世纪,长篇小说,婚姻;欲望;现实主义,Core,高,高,高,现代小说艺术的关键转折点,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-112,情感教育,Sentimental Education,居斯塔夫·福楼拜,Gustave Flaubert,法国,法语,1869,19世纪,长篇小说,青年;政治;幻灭,Major,高,高,中,现代主义小说的重要先驱,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-113,萌芽,Germinal,埃米尔·左拉,Émile Zola,法国,法语,1885,19世纪,长篇小说,工人;阶级;自然主义,Core,高,高,高,自然主义文学与工人书写核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-114,漂亮朋友,Bel-Ami,居伊·德·莫泊桑,Guy de Maupassant,法国,法语,1885,19世纪,长篇小说,野心;媒体;社会,Extended,中-高,高,高,法国社会讽刺与现实主义大众经典,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-115,欧仁·奥涅金,Eugene Onegin,亚历山大·普希金,Alexander Pushkin,俄国,俄语,1833,19世纪,诗体小说,爱情;青年;社会,Core,高,高,高,俄语文学核心奠基文本,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-116,死魂灵,Dead Souls,尼古拉·果戈理,Nikolai Gogol,俄国,俄语,1842,19世纪,长篇小说,讽刺;官僚;社会,Core,高,高,高,俄国现实主义与讽刺传统核心作品,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-117,父与子,Fathers and Sons,伊凡·屠格涅夫,Ivan Turgenev,俄国,俄语,1862,19世纪,长篇小说,代际;虚无主义;社会,Core,高,高,高,俄国19世纪思想小说代表,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-118,罪与罚,Crime and Punishment,陀思妥耶夫斯基,Fyodor Dostoevsky,俄国,俄语,1866,19世纪,长篇小说,罪;救赎;心理,Core,高,高,高,世界心理小说与思想小说核心正典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-119,白痴,The Idiot,陀思妥耶夫斯基,Fyodor Dostoevsky,俄国,俄语,1869,19世纪,长篇小说,善;社会;悲剧,Major,高,高,中,陀思妥耶夫斯基成熟期代表作,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-120,群魔,Demons,陀思妥耶夫斯基,Fyodor Dostoevsky,俄国,俄语,1872,19世纪,长篇小说,政治;虚无;极端主义,Major,高,高,中,政治思想小说的重要经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-121,卡拉马佐夫兄弟,The Brothers Karamazov,陀思妥耶夫斯基,Fyodor Dostoevsky,俄国,俄语,1880,19世纪,长篇小说,家庭;信仰;伦理,Core,高,高,高,世界思想小说最核心的作品之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-122,战争与和平,War and Peace,列夫·托尔斯泰,Leo Tolstoy,俄国,俄语,1865—1869,19世纪,长篇小说,战争;历史;家庭,Core,高,高,高,世界现实主义长篇小说最高正典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-123,安娜·卡列尼娜,Anna Karenina,列夫·托尔斯泰,Leo Tolstoy,俄国,俄语,1878,19世纪,长篇小说,婚姻;爱情;社会,Core,高,高,高,世界小说史最稳定的核心经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-124,伊凡·伊里奇之死,The Death of Ivan Ilyich,列夫·托尔斯泰,Leo Tolstoy,俄国,俄语,1886,19世纪,中篇小说,死亡;生活;觉醒,Major,高,高,中,死亡主题的世界文学经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-125,契诃夫短篇小说选,Selected Stories,安东·契诃夫,Anton Chekhov,俄国,俄语,1880—1900年代,19世纪,短篇小说集,日常;人性;现代性,Core,高,高,高,现代短篇小说最重要的范本之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-126,饥饿,Hunger,克努特·汉姆生,Knut Hamsun,挪威,挪威语,1890,19世纪,长篇小说,心理;贫困;现代性,Extended,高,高,中,现代主义心理小说的重要先驱,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-127,玩偶之家,A Doll's House,亨利克·易卜生,Henrik Ibsen,挪威,挪威语,1879,19世纪,戏剧,婚姻;女性;现代社会,Core,高,高,高,现代戏剧与女性议题的核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-128,安徒生童话,Fairy Tales,汉斯·克里斯蒂安·安徒生,Hans Christian Andersen,丹麦,丹麦语,1835起,19世纪,童话集,童话;成长;人性,Core,中-高,高,高,世界儿童文学最核心的经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-129,莫比·迪克,Moby-Dick,赫尔曼·梅尔维尔,Herman Melville,美国,英语,1851,19世纪,长篇小说,海洋;执念;象征,Core,高,高,高,美国文学最核心的小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-130,红字,The Scarlet Letter,纳撒尼尔·霍桑,Nathaniel Hawthorne,美国,英语,1850,19世纪,长篇小说,罪;清教;社会,Major,高,高,中,美国浪漫主义与道德小说经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-131,哈克贝利·费恩历险记,Adventures of Huckleberry Finn,马克·吐温,Mark Twain,美国,英语,1884,19世纪,长篇小说,成长;种族;冒险,Core,高,高,高,美国小说与成长文学核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-132,小妇人,Little Women,路易莎·梅·奥尔科特,Louisa May Alcott,美国,英语,1868—1869,19世纪,长篇小说,成长;家庭;女性,Core,中-高,高,高,全球最持久的家庭成长经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-133,一位女士的画像,The Portrait of a Lady,亨利·詹姆斯,Henry James,美国/英国,英语,1881,19世纪,长篇小说,女性;自由;心理,Major,高,高,中,英语心理现实主义的核心作品,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-134,觉醒,The Awakening,凯特·肖邦,Kate Chopin,美国,英语,1899,19世纪,长篇小说,女性;婚姻;自由,Extended,高,高,中,美国女性文学正典的重要作品,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-135,追忆似水年华,In Search of Lost Time,马塞尔·普鲁斯特,Marcel Proust,法国,法语,1913—1927,现代主义,长篇小说系列,记忆;时间;社会,Core,高,高,中,现代主义小说最核心的巨著之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-136,尤利西斯,Ulysses,詹姆斯·乔伊斯,James Joyce,爱尔兰,英语,1922,现代主义,长篇小说,意识流;城市;日常,Core,高,高,中,20世纪小说形式革命的标志性作品,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-137,都柏林人,Dubliners,詹姆斯·乔伊斯,James Joyce,爱尔兰,英语,1914,现代主义,短篇小说集,城市;瘫痪;顿悟,Core,高,高,中,现代短篇小说与城市书写经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-138,到灯塔去,To the Lighthouse,弗吉尼亚·伍尔夫,Virginia Woolf,英国,英语,1927,现代主义,长篇小说,意识流;家庭;时间,Core,高,高,中,英语现代主义小说核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-139,达洛维夫人,Mrs Dalloway,弗吉尼亚·伍尔夫,Virginia Woolf,英国,英语,1925,现代主义,长篇小说,意识流;城市;创伤,Core,高,高,中,现代主义意识流小说代表,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-140,儿子与情人,Sons and Lovers,D. H. 劳伦斯,D. H. Lawrence,英国,英语,1913,现代,长篇小说,家庭;欲望;成长,Major,高,高,中,英国20世纪心理与家庭小说经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-141,印度之行,A Passage to India,E. M. 福斯特,E. M. Forster,英国,英语,1924,现代,长篇小说,殖民;文化冲突;友谊,Core,高,高,中,英国殖民题材小说核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-142,1984,Nineteen Eighty-Four,乔治·奥威尔,George Orwell,英国,英语,1949,现代,反乌托邦小说,极权;语言;监控,Core,高,高,高,20世纪政治寓言与反乌托邦最核心的作品之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-143,动物农场,Animal Farm,乔治·奥威尔,George Orwell,英国,英语,1945,现代,寓言小说,政治;革命;权力,Core,高,高,高,现代政治寓言经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-144,美丽新世界,Brave New World,阿道司·赫胥黎,Aldous Huxley,英国,英语,1932,现代,反乌托邦小说,科技;消费;控制,Core,高,高,高,反乌托邦文学三大核心之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-145,蝇王,Lord of the Flies,威廉·戈尔丁,William Golding,英国,英语,1954,战后,长篇小说,文明;暴力;少年,Core,高,高,高,战后寓言小说和教育阅读经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-146,洛丽塔,Lolita,弗拉基米尔·纳博科夫,Vladimir Nabokov,美国/俄裔,英语,1955,战后,长篇小说,欲望;语言;不可靠叙述,Core,高,高,中,20世纪英语小说语言艺术的核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-147,审判,The Trial,弗兰茨·卡夫卡,Franz Kafka,中欧/布拉格,德语,1925,现代主义,长篇小说,荒诞;官僚;罪,Core,高,高,高,现代荒诞与异化文学的核心文本,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-148,变形记（卡夫卡）,The Metamorphosis,弗兰茨·卡夫卡,Franz Kafka,中欧/布拉格,德语,1915,现代主义,中篇小说,异化;家庭;荒诞,Core,高,高,高,20世纪最具普及度的现代主义经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-149,城堡,The Castle,弗兰茨·卡夫卡,Franz Kafka,中欧/布拉格,德语,1926,现代主义,长篇小说,官僚;不可达;异化,Major,高,高,中,卡夫卡式现代性的重要文本,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-150,布登勃洛克一家,Buddenbrooks,托马斯·曼,Thomas Mann,德国,德语,1901,现代,长篇小说,家族;衰落;市民社会,Core,高,高,中,德语家族小说与现代文学经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-151,魔山,The Magic Mountain,托马斯·曼,Thomas Mann,德国,德语,1924,现代主义,长篇小说,时间;思想;欧洲文明,Core,高,高,中,20世纪欧洲思想小说核心作品,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-152,铁皮鼓,The Tin Drum,君特·格拉斯,Günter Grass,德国,德语,1959,战后,长篇小说,历史;荒诞;记忆,Core,高,高,中,德国战后文学核心经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-153,柏林亚历山大广场,Berlin Alexanderplatz,阿尔弗雷德·德布林,Alfred Döblin,德国,德语,1929,现代主义,长篇小说,城市;底层;蒙太奇,Major,高,高,低,德语城市现代主义小说代表,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-154,没有个性的人,The Man Without Qualities,罗伯特·穆齐尔,Robert Musil,奥地利,德语,1930—1943,现代主义,长篇小说,现代性;思想;帝国,Major,高,高,低,中欧现代主义思想小说巨著,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-155,局外人,The Stranger,阿尔贝·加缪,Albert Camus,法国/阿尔及利亚,法语,1942,现代,中篇小说,荒诞;存在;异化,Core,高,高,高,存在主义与荒诞文学最具大众影响的经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-156,鼠疫,The Plague,阿尔贝·加缪,Albert Camus,法国/阿尔及利亚,法语,1947,现代,长篇小说,瘟疫;伦理;共同体,Core,高,高,高,战后伦理与存在主义经典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-157,恶心,Nausea,让-保罗·萨特,Jean-Paul Sartre,法国,法语,1938,现代,长篇小说,存在;自由;异化,Extended,高,高,中,存在主义小说代表,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-158,等待戈多,Waiting for Godot,萨缪尔·贝克特,Samuel Beckett,爱尔兰/法国,法语,1952,战后,戏剧,荒诞;等待;存在,Core,高,高,高,荒诞派戏剧的核心正典,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-159,小王子,The Little Prince,安托万·德·圣埃克苏佩里,Antoine de Saint-Exupéry,法国,法语,1943,现代,寓言/儿童文学,成长;孤独;爱,Core,中-高,高,高,全球传播最广的现代寓言经典之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-160,豹,The Leopard,朱塞佩·托马西·迪·兰佩杜萨,Giuseppe Tomasi di Lampedusa,意大利,意大利语,1958,战后,长篇小说,历史;贵族;衰落,Extended,高,高,中,意大利历史小说与战后经典,区域/类型/时期经典地位稳定；用于扩展世界文学版图，不等同于跨文化核心正典,3,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-161,大师和玛格丽特,The Master and Margarita,米哈伊尔·布尔加科夫,Mikhail Bulgakov,苏联/俄国,俄语,1966—1967,现代,长篇小说,魔幻;政治;宗教,Core,高,高,高,20世纪俄语文学最具跨文化影响的小说之一,跨文化正典共识；世界文学史长期稳定；跨国作家/经典丛书/学术教学多源交叉,1,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-162,日瓦戈医生,Doctor Zhivago,鲍里斯·帕斯捷尔纳克,Boris Pasternak,苏联/俄国,俄语,1957,战后,长篇小说,革命;爱情;历史,Major,高,高,高,俄罗斯革命历史叙事的世界经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
CANON-163,古拉格群岛,The Gulag Archipelago,亚历山大·索尔仁尼琴,Aleksandr Solzhenitsyn,苏联/俄国,俄语,1973,当代,纪实文学,极权;劳改;记忆,Major,高,高,中,20世纪政治与见证文学的重要经典,国家或时期核心正典；经典丛书与文学史长期稳定；跨文化影响较强,2,未标记,https://www.theguardian.com/world/2002/may/08/books.booksnews; https://www.penguin.co.uk/penguin-classics/classics-list; https://academic.oup.com/products-for-institutions/pages/purchase-oxford-worlds-classics; https://sites.prh.com/modern-library-top-100
